,Date_Time_UTC,pH_total,pH_QCflag,O2_umol_per_kg,Temp_C,Sal_PSS,Pressure_dbar,time,station,long,lat,TAlk_molkg,Omega_Ar
70,2018-04-19 11:03:58,8.800522562,0,255.7231821,15.1909,33.6089,4.881,1524135838,AH,-117.32750,33.14250,0.00225,7.38120136311162
71,2018-04-19 12:00:25,8.790694666,0,255.1663893,15.1478,33.5989,4.648,1524139225,AH,-117.32750,33.14250,0.00225,7.29845065125325
72,2018-04-19 12:30:24,8.778728514,0,250.9951059,15.0144,33.6093,4.528,1524141024,AH,-117.32750,33.14250,0.00225,7.18425962531324
73,2018-04-19 13:00:25,8.793294763,0,256.1345226,15.2119,33.6053,4.425,1524142825,AH,-117.32750,33.14250,0.00225,7.3312748594071
74,2018-04-19 13:30:25,8.794957542,0,256.9047299,15.2505,33.5934,4.367,1524144625,AH,-117.32750,33.14250,0.00225,7.35057327943028
75,2018-04-19 14:00:24,8.794640168,0,256.3465655,15.2787,33.6118,4.32,1524146424,AH,-117.32750,33.14250,0.00225,7.35344988403069
76,2018-04-19 14:30:25,8.794104713,0,256.133055,15.2797,33.5956,4.243,1524148225,AH,-117.32750,33.14250,0.00225,7.34953842594651
77,2018-04-19 15:00:25,8.782858556,0,252.2072589,15.223,33.5957,4.274,1524150025,AH,-117.32750,33.14250,0.00225,7.25110405026104
78,2018-04-19 15:30:24,8.788137932,0,253.0260944,15.282,33.5915,4.274,1524151824,AH,-117.32750,33.14250,0.00225,7.30204560406761
79,2018-04-19 16:00:25,8.783183947,0,251.3594525,15.2719,33.5947,4.315,1524153625,AH,-117.32750,33.14250,0.00225,7.26081486183871
80,2018-04-19 16:30:25,8.787855172,0,252.9578819,15.2605,33.5969,4.399,1524155425,AH,-117.32750,33.14250,0.00225,7.29550201373639
81,2018-04-19 17:30:25,8.77280008,0,261.0223442,14.153,33.5286,4.676,1524159025,AH,-117.32750,33.14250,0.00225,7.0006225160701
82,2018-04-19 18:00:25,8.770964401,0,262.0231765,14.0977,33.5119,4.808,1524160825,AH,-117.32750,33.14250,0.00225,6.9757219063225
83,2018-04-19 19:00:25,8.773594439,0,261.8714949,14.176,33.5077,5.023,1524164425,AH,-117.32750,33.14250,0.00225,7.00652920085785
84,2018-04-19 19:30:25,8.782899757,0,263.9703892,14.2843,33.5136,5.069,1524166225,AH,-117.32750,33.14250,0.00225,7.09694082614546
85,2018-04-19 20:00:24,8.788634512,0,266.871648,14.3822,33.5031,5.125,1524168024,AH,-117.32750,33.14250,0.00225,7.15664128658764
86,2018-04-19 20:30:25,8.803220771,0,271.6658333,14.5337,33.5156,5.209,1524169825,AH,-117.32750,33.14250,0.00225,7.29535741514174
87,2018-04-19 21:00:25,8.815924897,0,276.9689854,14.6337,33.5494,5.194,1524171625,AH,-117.32750,33.14250,0.00225,7.4125999195741
88,2018-04-19 21:30:24,8.820785412,0,279.540232,14.7145,33.5397,5.138,1524173424,AH,-117.32750,33.14250,0.00225,7.46364343877747
89,2018-04-19 23:00:24,8.830095943,0,283.060077,14.7271,33.5366,4.922,1524178824,AH,-117.32750,33.14250,0.00225,7.54109222755845
90,2018-04-19 23:30:25,8.838002672,0,289.8089371,14.8625,33.5223,4.878,1524180625,AH,-117.32750,33.14250,0.00225,7.62413923618653
91,2018-04-20 00:00:25,8.830658561,0,288.564172,15.1231,33.5234,4.856,1524182425,AH,-117.32750,33.14250,0.00225,7.60653085865376
92,2018-04-20 00:30:24,8.828146189,0,287.2609999,15.1749,33.528,4.792,1524184224,AH,-117.32750,33.14250,0.00225,7.59545350912625
93,2018-04-20 01:01:25,8.827502572,0,286.2084782,15.2315,33.5227,4.798,1524186085,AH,-117.32750,33.14250,0.00225,7.59885752935974
94,2018-04-20 02:03:15,8.824809737,0,284.8921531,15.2224,33.5307,4.803,1524189795,AH,-117.32750,33.14250,0.00225,7.57641098342199
95,2018-04-20 03:30:24,8.827091302,0,285.6894654,15.3138,33.5271,4.996,1524195024,AH,-117.32750,33.14250,0.00225,7.60645765357824
96,2018-04-20 04:00:25,8.827467189,0,286.7235008,15.2961,33.5284,5.12,1524196825,AH,-117.32750,33.14250,0.00225,7.60551926533062
97,2018-04-20 04:30:25,8.797759762,0,270.7840146,15.312,33.5132,5.29,1524198625,AH,-117.32750,33.14250,0.00225,7.37092942551807
98,2018-04-20 05:00:24,8.796906458,0,261.4731992,15.3102,33.5206,5.407,1524200424,AH,-117.32750,33.14250,0.00225,7.36302737216722
99,2018-04-20 06:30:24,8.80612962,0,259.5207998,15.3444,33.5323,5.715,1524205824,AH,-117.32750,33.14250,0.00225,7.43882437771179
100,2018-04-20 08:00:24,8.821216718,0,264.0329835,15.1694,33.5483,5.778,1524211224,AH,-117.32750,33.14250,0.00225,7.53094783131792
101,2018-04-20 09:00:25,8.814222005,0,259.6298416,15.1079,33.5471,5.646,1524214825,AH,-117.32750,33.14250,0.00225,7.46752926778859
102,2018-04-20 09:30:24,8.805434373,0,256.9941261,15.1429,33.5422,5.502,1524216624,AH,-117.32750,33.14250,0.00225,7.40463943005059
103,2018-04-20 11:00:24,8.825930458,0,264.6379045,15.4775,33.5397,5.241,1524222024,AH,-117.32750,33.14250,0.00225,7.62046704676699
104,2018-04-20 11:30:25,8.818831465,0,263.0841263,15.3643,33.5412,5.044,1524223825,AH,-117.32750,33.14250,0.00225,7.54902604563835
105,2018-04-20 12:00:25,8.826029891,0,265.099143,15.4995,33.5357,4.917,1524225625,AH,-117.32750,33.14250,0.00225,7.62769772081084
106,2018-04-20 12:30:24,8.815663712,0,261.6883075,15.3818,33.5414,4.792,1524227424,AH,-117.32750,33.14250,0.00225,7.52914398381702
107,2018-04-20 13:00:25,8.817590884,0,262.0447918,15.4738,33.5397,4.636,1524229225,AH,-117.32750,33.14250,0.00225,7.5600082964001
108,2018-04-20 13:30:25,8.80923332,0,259.0545071,15.4253,33.5347,4.56,1524231025,AH,-117.32750,33.14250,0.00225,7.48699208498499
109,2018-04-20 14:00:24,8.817383646,0,260.3729574,15.4921,33.5398,4.474,1524232824,AH,-117.32750,33.14250,0.00225,7.56276663211257
110,2018-04-20 15:00:25,8.815256231,0,259.4405907,15.5258,33.5214,4.308,1524236425,AH,-117.32750,33.14250,0.00225,7.55217953255038
111,2018-04-20 15:30:24,8.801405769,0,255.3064899,15.438,33.5362,4.272,1524238224,AH,-117.32750,33.14250,0.00225,7.42968997752793
112,2018-04-20 16:00:25,8.804223458,0,255.193787,15.4514,33.5351,4.298,1524240025,AH,-117.32750,33.14250,0.00225,7.45383021008755
113,2018-04-20 17:31:28,8.825492108,0,261.3164141,15.6084,33.5241,4.41,1524245488,AH,-117.32750,33.14250,0.00225,7.64486265678415
114,2018-04-20 18:02:20,8.821045988,0,260.4039031,15.6003,33.5137,4.462,1524247340,AH,-117.32750,33.14250,0.00225,7.60770149287661
115,2018-04-20 19:00:25,8.846089461,0,269.2323519,14.9968,33.5493,4.691,1524250825,AH,-117.32750,33.14250,0.00225,7.71093762696632
116,2018-04-20 19:30:25,8.848198333,0,268.950158,14.9501,33.5549,4.807,1524252625,AH,-117.32750,33.14250,0.00225,7.7193277201696
117,2018-04-20 20:00:24,8.852395732,0,271.7586882,14.9807,33.5596,4.917,1524254424,AH,-117.32750,33.14250,0.00225,7.75591653580536
118,2018-04-20 20:30:25,8.847054635,0,269.8611808,14.9736,33.5397,4.977,1524256225,AH,-117.32750,33.14250,0.00225,7.71180256484235
119,2018-04-20 21:00:25,8.870838392,0,278.4817661,15.1106,33.5674,5.042,1524258025,AH,-117.32750,33.14250,0.00225,7.91852690617585
120,2018-04-20 21:30:24,8.873016964,0,282.7144945,15.1491,33.5532,5.094,1524259824,AH,-117.32750,33.14250,0.00225,7.94040832422106
121,2018-04-20 22:00:25,8.882160601,0,287.0253799,15.3864,33.5674,5.136,1524261625,AH,-117.32750,33.14250,0.00225,8.04720164905203
122,2018-04-20 23:00:24,8.877217898,0,283.2316694,15.4969,33.5289,5.13,1524265224,AH,-117.32750,33.14250,0.00225,8.02495222202391
123,2018-04-21 00:00:25,8.851538797,0,274.3833842,15.1165,33.5724,4.998,1524268825,AH,-117.32750,33.14250,0.00225,7.7695067466037
124,2018-04-21 00:30:24,8.880542987,0,282.8975,15.587,33.5722,4.974,1524270624,AH,-117.32750,33.14250,0.00225,8.06701926807742
125,2018-04-21 01:00:25,8.876555637,0,284.0545815,15.5392,33.5683,4.974,1524272425,AH,-117.32750,33.14250,0.00225,8.02884262937637
126,2018-04-21 01:30:25,8.880423824,0,285.6103015,15.5822,33.5729,4.956,1524274225,AH,-117.32750,33.14250,0.00225,8.06557543826999
127,2018-04-21 02:00:24,8.878925637,0,286.1325633,15.7121,33.5655,4.927,1524276024,AH,-117.32750,33.14250,0.00225,8.0739032983961
128,2018-04-21 02:30:25,8.873897021,0,283.2012478,15.7094,33.5442,4.916,1524277825,AH,-117.32750,33.14250,0.00225,8.03423484300995
129,2018-04-21 04:03:10,8.860439842,0,276.4052238,15.9701,33.5574,5.049,1524283390,AH,-117.32750,33.14250,0.00225,7.96863051001617
130,2018-04-21 05:00:24,8.856556427,0,267.3448918,15.6696,33.5605,5.236,1524286824,AH,-117.32750,33.14250,0.00225,7.8905707938258
131,2018-04-21 05:30:25,8.859726941,0,265.9820896,15.6518,33.5642,5.335,1524288625,AH,-117.32750,33.14250,0.00225,7.91161116564484
132,2018-04-21 06:30:24,8.849665199,0,260.63775,15.3412,33.5834,5.48,1524292224,AH,-117.32750,33.14250,0.00225,7.78465096075924
133,2018-04-21 07:00:25,8.845091682,0,257.2867926,15.2675,33.5909,5.549,1524294025,AH,-117.32750,33.14250,0.00225,7.73710749551636
134,2018-04-21 07:30:25,8.847089756,0,257.9652356,15.2303,33.5977,5.664,1524295825,AH,-117.32750,33.14250,0.00225,7.74607706755715
135,2018-04-21 08:30:25,8.839294796,0,254.8236945,15.0251,33.5997,5.732,1524299425,AH,-117.32750,33.14250,0.00225,7.65298586391946
136,2018-04-21 09:30:24,8.832804908,0,251.9670644,14.8733,33.6081,5.665,1524303024,AH,-117.32750,33.14250,0.00225,7.57969032347231
137,2018-04-21 10:01:14,8.830808549,0,251.0642213,14.8028,33.6109,5.604,1524304874,AH,-117.32750,33.14250,0.00225,7.55388112700943
138,2018-04-21 11:00:24,8.83851357,0,252.9244908,15.2927,33.5873,5.352,1524308424,AH,-117.32750,33.14250,0.00225,7.69129051987227
139,2018-04-21 11:30:25,8.833644324,0,252.0325721,15.1219,33.5838,5.25,1524310225,AH,-117.32750,33.14250,0.00225,7.62776503828994
140,2018-04-21 12:00:25,8.830904747,0,250.1626201,15.1629,33.6087,5.122,1524312025,AH,-117.32750,33.14250,0.00225,7.61450920098978
141,2018-04-21 12:30:24,8.84882182,0,258.0867142,15.5982,33.5938,5,1524313824,AH,-117.32750,33.14250,0.00225,7.82255795954709
142,2018-04-21 13:00:25,8.848189383,0,259.0758199,15.6841,33.5616,4.929,1524315625,AH,-117.32750,33.14250,0.00225,7.83064481963865
143,2018-04-21 13:30:25,8.837698753,0,255.734457,15.5787,33.5631,4.833,1524317425,AH,-117.32750,33.14250,0.00225,7.73328548885956
144,2018-04-21 14:30:25,8.842993485,0,257.3770328,15.6807,33.5663,4.545,1524321025,AH,-117.32750,33.14250,0.00225,7.79345440054845
145,2018-04-21 15:00:25,8.837643772,0,255.0556284,15.6295,33.5814,4.427,1524322825,AH,-117.32750,33.14250,0.00225,7.74522530142714
146,2018-04-21 15:30:24,8.839246761,0,255.422263,15.6573,33.5744,4.381,1524324624,AH,-117.32750,33.14250,0.00225,7.76234514883503
147,2018-04-21 16:00:25,8.840421961,0,256.4259209,15.7073,33.5628,4.307,1524326425,AH,-117.32750,33.14250,0.00225,7.77967044596848
148,2018-04-21 16:33:33,8.841379984,0,256.5975236,15.7304,33.5658,4.288,1524328413,AH,-117.32750,33.14250,0.00225,7.79100799134781
149,2018-04-21 17:03:59,8.843527053,0,257.5634947,15.7563,33.5665,4.306,1524330239,AH,-117.32750,33.14250,0.00225,7.81165642974799
150,2018-04-21 17:34:27,8.844607402,0,258.9891791,15.8451,33.5322,4.353,1524332067,AH,-117.32750,33.14250,0.00225,7.83236492588557
151,2018-04-21 19:00:25,8.839039139,0,260.464439,15.9972,33.4648,4.429,1524337225,AH,-117.32750,33.14250,0.00225,7.8095055281298
152,2018-04-21 20:00:24,8.871400034,0,267.1710165,15.7748,33.612,4.629,1524340824,AH,-117.32750,33.14250,0.00225,8.02946641126344
153,2018-04-21 20:30:25,8.878570329,0,272.242521,15.6067,33.6245,4.732,1524342625,AH,-117.32750,33.14250,0.00225,8.05853077371898
154,2018-04-21 21:00:25,8.887483734,0,280.0990021,15.4547,33.6116,4.787,1524344425,AH,-117.32750,33.14250,0.00225,8.1033182924304
155,2018-04-21 21:30:24,8.893249124,0,284.3667426,15.4394,33.6101,4.913,1524346224,AH,-117.32750,33.14250,0.00225,8.14395244391801
156,2018-04-21 22:00:25,8.897048271,0,286.7730393,15.4732,33.6104,5.009,1524348025,AH,-117.32750,33.14250,0.00225,8.17717575052413
157,2018-04-21 22:30:25,8.901412909,0,287.8596381,15.4883,33.6118,5.076,1524349825,AH,-117.32750,33.14250,0.00225,8.21215874740504
158,2018-04-21 23:00:24,8.902819065,0,290.0259165,15.4875,33.6111,5.104,1524351624,AH,-117.32750,33.14250,0.00225,8.22246337265547
159,2018-04-21 23:30:25,8.909072439,0,293.0031071,15.4153,33.6086,5.141,1524353425,AH,-117.32750,33.14250,0.00225,8.25883011619582
160,2018-04-22 00:00:51,8.913466038,0,294.5335683,15.383,33.5983,5.171,1524355251,AH,-117.32750,33.14250,0.00225,8.28687779292281
161,2018-04-22 00:32:43,8.913077277,0,294.6397535,15.3714,33.5965,5.155,1524357163,AH,-117.32750,33.14250,0.00225,8.28232062288237
162,2018-04-22 02:00:24,8.928789472,0,302.4650295,15.2976,33.568,5.081,1524362424,AH,-117.32750,33.14250,0.00225,8.39060238956775
163,2018-04-22 02:30:25,8.927349227,0,303.5481442,15.4504,33.5948,5.055,1524364225,AH,-117.32750,33.14250,0.00225,8.40331465919352
164,2018-04-22 03:00:25,8.928296306,0,304.1374373,15.459,33.5928,5.021,1524366025,AH,-117.32750,33.14250,0.00225,8.41208489610093
165,2018-04-22 03:30:24,8.923861326,0,301.5579747,15.3604,33.5765,5.019,1524367824,AH,-117.32750,33.14250,0.00225,8.36359420268836
166,2018-04-22 04:30:25,8.924884339,0,301.6622862,15.4969,33.5805,5.122,1524371425,AH,-117.32750,33.14250,0.00225,8.39067160253482
167,2018-04-22 05:30:25,8.913249389,0,294.9966365,15.4615,33.5802,5.232,1524375025,AH,-117.32750,33.14250,0.00225,8.29600884354477
168,2018-04-22 07:00:25,8.903893345,0,288.5189621,15.4101,33.5763,5.375,1524380425,AH,-117.32750,33.14250,0.00225,8.21535114436145
169,2018-04-22 07:30:25,8.89538095,0,283.2780528,15.3911,33.578,5.426,1524382225,AH,-117.32750,33.14250,0.00225,8.14681255385647
170,2018-04-22 08:00:24,8.907955555,0,284.6817885,15.3162,33.5889,5.536,1524384024,AH,-117.32750,33.14250,0.00225,8.23070764697373
171,2018-04-22 08:30:25,8.903130475,0,283.3287475,15.2203,33.5942,5.548,1524385825,AH,-117.32750,33.14250,0.00225,8.17940083938625
172,2018-04-22 09:30:24,8.89023229,0,277.4569928,15.0363,33.5989,5.653,1524389424,AH,-117.32750,33.14250,0.00225,8.05161151155419
173,2018-04-22 10:00:25,8.882951312,0,273.7560051,14.9703,33.6064,5.64,1524391225,AH,-117.32750,33.14250,0.00225,7.98577227064518
174,2018-04-22 10:30:25,8.874628409,0,270.5325345,14.7821,33.6189,5.613,1524393025,AH,-117.32750,33.14250,0.00225,7.89337508140588
175,2018-04-22 11:30:25,8.873646802,0,268.8875836,14.761,33.6136,5.443,1524396625,AH,-117.32750,33.14250,0.00225,7.88418890050386
176,2018-04-22 12:00:25,8.882684425,0,271.2407472,15.0236,33.603,5.361,1524398425,AH,-117.32750,33.14250,0.00225,7.99465303364434
177,2018-04-22 12:32:56,8.876623073,0,269.670675,14.9427,33.6089,5.28,1524400376,AH,-117.32750,33.14250,0.00225,7.93645594770029
178,2018-04-22 13:03:25,8.873953491,0,268.0368643,14.9618,33.6024,5.127,1524402205,AH,-117.32750,33.14250,0.00225,7.92008635447007
179,2018-04-22 14:00:24,8.872424832,0,266.2148386,15.1853,33.5935,4.935,1524405624,AH,-117.32750,33.14250,0.00225,7.94399110871294
180,2018-04-22 14:30:25,8.867586282,0,262.9284638,15.2564,33.5925,4.819,1524407425,AH,-117.32750,33.14250,0.00225,7.91841298689079
181,2018-04-22 15:30:24,8.859565691,0,257.2505739,15.4223,33.5615,4.572,1524411024,AH,-117.32750,33.14250,0.00225,7.883028243753
182,2018-04-22 16:00:25,8.868254159,0,260.5716722,15.4413,33.6142,4.5,1524412825,AH,-117.32750,33.14250,0.00225,7.95563602047231
183,2018-04-22 16:30:25,8.869905615,0,262.0738599,15.5406,33.5808,4.416,1524414625,AH,-117.32750,33.14250,0.00225,7.98365331150869
184,2018-04-22 17:30:25,8.879260731,0,267.6182628,15.7587,33.5785,4.324,1524418225,AH,-117.32750,33.14250,0.00225,8.0902333770571
185,2018-04-22 18:30:24,8.855274805,0,259.0205793,15.37,33.5589,4.288,1524421824,AH,-117.32750,33.14250,0.00225,7.84436315858858
